iter	Passed	Remaining
1663	49822	189709
1664	49854	189686
1665	49882	189649
1666	49912	189618
1667	49942	189591
1668	49975	189569
1669	50004	189538
1670	50032	189499
1671	50062	189472
1672	50094	189447
1673	50124	189419
1674	50154	189388
1675	50183	189357
1676	50213	189327
1677	50245	189304
1678	50276	189277
1679	50306	189247
1680	50339	189230
1681	50369	189198
1682	50400	189173
1683	50434	189158
1684	50465	189133
1685	50493	189097
1686	50525	189072
1687	50553	189037
1688	50586	189018
1689	50614	188981
1690	50647	188962
1691	50677	188931
1692	50706	188899
1693	50740	188885
1694	50769	188852
1695	50800	188825
1696	50832	188800
1697	50860	188766
1698	50891	188738
1699	50921	188710
1700	50953	188685
1701	50981	188649
1702	51010	188617
1703	51038	188580
1704	51070	188555
1705	51102	188535
1706	51132	188505
1707	51163	188477
1708	51195	188457
1709	51224	188422
1710	51256	188400
1711	51287	188374
1712	51315	188338
1713	51348	188317
1714	51378	188286
1715	51407	188256
1716	51437	188225
1717	51466	188192
1718	51496	188160
1719	51526	188130
1720	51558	188109
1721	51587	188077
1722	51619	188053
1723	51648	188020
1724	51676	187984
1725	51704	187943
1726	51736	187923
1727	51768	187900
1728	51799	187875
1729	51831	187851
1730	51862	187825
1731	51891	187791
1732	51919	187755
1733	51950	187728
1734	51980	187700
1735	52009	187666
1736	52040	187638
1737	52068	187603
1738	52100	187580
1739	52129	187546
1740	52160	187519
1741	52192	187499
1742	52223	187471
1743	52252	187438
1744	52281	187403
1745	52308	187365
1746	52339	187337
1747	52368	187304
1748	52401	187285
1749	52430	187251
1750	52459	187220
1751	52490	187191
1752	52521	187165
1753	52552	187139
1754	52582	187111
1755	52617	187096
1756	52648	187070
1757	52679	187044
1758	52709	187014
1759	52741	186994
1760	52770	186959
1761	52799	186925
1762	52827	186888
1763	52860	186869
1764	52892	186846
1765	52922	186817
1766	52955	186799
1767	52984	186762
1768	53014	186734
1769	53046	186710
1770	53078	186690
1771	53108	186659
1772	53141	186638
1773	53172	186614
1774	53205	186595
1775	53236	186568
1776	53266	186536
1777	53296	186506
1778	53326	186477
1779	53360	186462
1780	53392	186437
1781	53423	186413
1782	53452	186378
1783	53481	186345
1784	53514	186326
1785	53544	186296
1786	53572	186260
1787	53603	186231
1788	53632	186198
1789	53661	186168
1790	53690	186132
1791	53722	186109
1792	53753	186084
1793	53783	186054
1794	53812	186020
1795	53843	185993
1796	53873	185965
1797	53903	185935
1798	53934	185906
1799	53964	185878
1800	53993	185843
1801	54021	185808
1802	54052	185782
1803	54086	185763
1804	54114	185728
1805	54147	185708
1806	54179	185683
1807	54208	185653
1808	54238	185621
1809	54269	185596
1810	54301	185571
1811	54334	185552
1812	54362	185517
1813	54392	185486
1814	54424	185461
1815	54453	185431
1816	54484	185404
1817	54514	185373
1818	54546	185350
1819	54577	185323
1820	54606	185290
1821	54637	185264
1822	54667	185232
1823	54698	185206
1824	54730	185182
1825	54760	185155
1826	54790	185125
1827	54821	185098
1828	54849	185061
1829	54880	185034
1830	54911	185007
1831	54943	184985
1832	54970	184945
1833	55004	184926
1834	55033	184894
1835	55064	184867
1836	55093	184833
1837	55122	184802
1838	55154	184778
1839	55184	184749
1840	55217	184728
1841	55249	184703
1842	55279	184673
1843	55309	184644
1844	55339	184614
1845	55369	184584
1846	55398	184550
1847	55428	184521
1848	55456	184484
1849	55487	184458
1850	55518	184430
1851	55548	184402
1852	55580	184377
1853	55611	184350
1854	55642	184325
1855	55672	184295
1856	55704	184270
1857	55733	184240
1858	55764	184210
1859	55794	184183
1860	55825	184154
1861	55858	184134
1862	55890	184110
1863	55921	184085
1864	55950	184053
1865	55978	184014
1866	56008	183986
1867	56037	183951
1868	56072	183937
1869	56101	183905
1870	56132	183879
1871	56163	183850
1872	56191	183815
1873	56224	183796
1874	56256	183770
1875	56288	183748
1876	56318	183717
1877	56348	183686
1878	56377	183653
1879	56407	183626
1880	56439	183600
1881	56472	183579
1882	56506	183562
1883	56539	183543
1884	56571	183518
1885	56600	183486
1886	56628	183451
1887	56662	183432
1888	56693	183405
1889	56727	183387
1890	56756	183355
1891	56788	183333
1892	56818	183303
1893	56847	183268
1894	56876	183236
1895	56909	183215
1896	56942	183193
1897	56971	183162
1898	57002	183134
1899	57036	183117
1900	57070	183100
1901	57100	183071
1902	57130	183039
1903	57160	183008
1904	57192	182985
1905	57223	182958
1906	57253	182927
1907	57291	182924
1908	57328	182917
1909	57367	182915
1910	57405	182911
1911	57438	182889
1912	57469	182863
1913	57498	182829
1914	57531	182809
1915	57563	182785
1916	57593	182754
1917	57626	182732
1918	57656	182705
1919	57685	182671
1920	57717	182648
1921	57752	182631
1922	57782	182601
1923	57816	182584
1924	57846	182555
1925	57878	182529
1926	57909	182503
1927	57948	182501
1928	57983	182485
1929	58012	182454
1930	58045	182433
1931	58075	182402
1932	58107	182377
1933	58138	182352
1934	58172	182333
1935	58202	182304
1936	58231	182269
1937	58261	182238
1938	58293	182214
1939	58324	182189
1940	58354	182158
1941	58385	182132
1942	58418	182109
1943	58448	182078
1944	58479	182053
1945	58512	182033
1946	58542	182001
1947	58575	181980
1948	58606	181954
1949	58638	181929
1950	58669	181902
1951	58697	181866
1952	58734	181855
1953	58765	181830
1954	58796	181803
1955	58826	181773
1956	58857	181745
1957	58886	181711
1958	58919	181690
1959	58952	181668
1960	58981	181637
1961	59013	181612
1962	59045	181589
1963	59075	181558
1964	59107	181533
1965	59136	181501
1966	59172	181488
1967	59199	181448
1968	59230	181423
1969	59261	181394
1970	59290	181362
1971	59323	181341
1972	59351	181304
1973	59385	181284
1974	59415	181254
1975	59447	181229
1976	59476	181198
1977	59508	181174
1978	59541	181152
1979	59571	181120
1980	59603	181098
1981	59634	181068
1982	59666	181046
1983	59696	181014
1984	59731	180999
1985	59764	180977
1986	59793	180946
1987	59823	180916
1988	59857	180895
1989	59888	180869
1990	59920	180845
1991	59951	180818
1992	59984	180796
1993	60018	180778
1994	60049	180750
1995	60080	180723
1996	60110	180692
1997	60143	180670
1998	60175	180648
1999	60207	180621
2000	60238	180593
2001	60268	180563
2002	60299	180536
2003	60332	180514
2004	60364	180492
2005	60399	180476
2006	60431	180452
2007	60462	180423
2008	60492	180393
2009	60523	180367
2010	60556	180343
2011	60585	180311
2012	60616	180282
2013	60649	180261
2014	60678	180228
2015	60709	180202
2016	60741	180177
2017	60774	180154
2018	60804	180125
2019	60836	180099
2020	60866	180068
2021	60898	180044
2022	60930	180019
2023	60964	180001
2024	60993	179968
2025	61023	179936
2026	61053	179907
2027	61085	179881
2028	61114	179848
2029	61147	179827
2030	61179	179802
2031	61210	179775
2032	61242	179751
2033	61274	179725
2034	61305	179697
2035	61335	179669
2036	61365	179638
2037	61397	179612
2038	61427	179581
2039	61459	179558
2040	61492	179536
2041	61526	179518
2042	61555	179484
2043	61585	179452
2044	61615	179422
2045	61647	179397
2046	61678	179371
2047	61712	179350
2048	61744	179326
2049	61773	179294
2050	61806	179270
2051	61835	179237
2052	61865	179209
2053	61896	179180
2054	61925	179148
2055	61958	179126
2056	61991	179102
2057	62020	179069
2058	62054	179050
2059	62084	179020
2060	62114	178989
2061	62143	178955
2062	62176	178934
2063	62206	178904
2064	62235	178869
2065	62269	178852
2066	62301	178826
2067	62333	178802
2068	62366	178778
2069	62397	178752
2070	62431	178732
2071	62462	178706
2072	62495	178684
2073	62526	178656
2074	62556	178624
2075	62589	178602
2076	62619	178573
2077	62651	178547
2078	62682	178519
2079	62715	178497
2080	62744	178465
2081	62779	178448
2082	62812	178424
2083	62845	178403
2084	62874	178370
2085	62904	178340
2086	62939	178324
2087	62968	178291
2088	62998	178259
2089	63032	178239
2090	63062	178210
2091	63093	178180
2092	63128	178166
2093	63159	178138
2094	63191	178113
2095	63223	178087
2096	63257	178066
2097	63286	178033
2098	63317	178007
2099	63349	177981
2100	63384	177964
2101	63416	177941
2102	63446	177909
2103	63477	177880
2104	63508	177853
2105	63537	177819
2106	63570	177798
2107	63599	177763
2108	63631	177739
2109	63662	177710
2110	63695	177690
2111	63728	177668
2112	63760	177641
2113	63794	177623
2114	63826	177597
2115	63856	177566
2116	63887	177539
2117	63918	177510
2118	63949	177483
2119	63984	177465
2120	64013	177432
2121	64042	177398
2122	64073	177371
2123	64103	177341
2124	64132	177307
2125	64164	177282
2126	64196	177256
2127	64228	177233
2128	64260	177207
2129	64294	177185
2130	64322	177151
2131	64355	177128
2132	64384	177095
2133	64415	177066
2134	64447	177041
2135	64476	177008
2136	64509	176985
2137	64542	176962
2138	64574	176938
2139	64611	176925
2140	64646	176909
2141	64681	176891
2142	64715	176873
2143	64750	176855
2144	64782	176829
2145	64814	176806
2146	64845	176777
2147	64875	176747
2148	64908	176724
2149	64939	176695
2150	64971	176671
2151	65004	176648
2152	65034	176616
2153	65065	176588
2154	65095	176557
2155	65125	176528
2156	65157	176502
2157	65190	176478
2158	65222	176453
2159	65251	176421
2160	65280	176388
2161	65312	176360
2162	65343	176334
2163	65372	176300
2164	65405	176278
2165	65435	176247
2166	65485	176270
2167	65523	176260
2168	65557	176239
2169	65587	176210
2170	65621	176189
2171	65653	176163
2172	65686	176141
2173	65717	176112
2174	65749	176088
2175	65779	176057
2176	65814	176039
2177	65849	176020
2178	65882	175998
2179	65911	175965
2180	65941	175935
2181	65973	175907
2182	66004	175881
2183	66036	175855
2184	66066	175824
2185	66100	175803
2186	66129	175770
2187	66159	175740
2188	66189	175709
2189	66221	175683
2190	66251	175651
2191	66281	175620
2192	66311	175589
2193	66343	175565
2194	66372	175532
2195	66402	175500
2196	66434	175476
2197	66463	175442
2198	66494	175413
2199	66525	175386
2200	66556	175356
2201	66587	175327
2202	66620	175305
2203	66651	175278
2204	66681	175246
2205	66712	175218
2206	66742	175188
2207	66774	175162
2208	66807	175139
2209	66838	175110
2210	66871	175088
2211	66906	175069
2212	66938	175045
2213	66971	175020
2214	67001	174990
2215	67033	174963
2216	67061	174929
2217	67094	174905
2218	67124	174874
2219	67158	174854
2220	67188	174823
2221	67221	174800
2222	67249	174765
2223	67282	174740
2224	67317	174723
2225	67352	174703
2226	67381	174672
2227	67413	174645
2228	67443	174615
2229	67474	174586
2230	67505	174559
2231	67537	174532
2232	67570	174510
2233	67605	174490
2234	67636	174463
2235	67666	174432
2236	67699	174407
2237	67734	174391
2238	67770	174374
2239	67803	174352
2240	67836	174328
2241	67867	174300
2242	67900	174276
2243	67933	174253
2244	67965	174228
2245	67997	174201
2246	68027	174171
2247	68059	174144
2248	68093	174124
2249	68128	174105
2250	68159	174078
2251	68192	174055
2252	68224	174027
2253	68258	174007
2254	68292	173986
2255	68324	173960
2256	68358	173939
2257	68392	173918
2258	68426	173898
2259	68458	173871
2260	68495	173859
2261	68529	173837
2262	68560	173808
2263	68592	173782
2264	68626	173761
2265	68659	173739
2266	68690	173711
2267	68725	173693
2268	68759	173672
2269	68790	173644
2270	68823	173620
2271	68858	173600
2272	68890	173575
2273	68921	173547
2274	68953	173520
2275	68984	173492
2276	69019	173473
2277	69051	173448
2278	69081	173416
2279	69113	173389
2280	69144	173361
2281	69174	173330
2282	69210	173314
2283	69244	173292
2284	69276	173268
2285	69307	173237
2286	69342	173220
2287	69374	173193
2288	69409	173174
2289	69438	173140
2290	69470	173116
2291	69501	173086
2292	69531	173055
2293	69562	173025
2294	69592	172995
2295	69626	172974
2296	69659	172950
2297	69691	172924
2298	69725	172902
2299	69758	172879
2300	69792	172858
2301	69823	172829
2302	69855	172804
2303	69887	172776
2304	69921	172756
2305	69954	172732
2306	69984	172702
2307	70014	172670
2308	70046	172643
2309	70077	172614
2310	70111	172593
2311	70141	172561
2312	70173	172537
2313	70204	172508
2314	70236	172481
2315	70266	172450
2316	70298	172424
2317	70331	172400
2318	70366	172380
2319	70400	172359
2320	70429	172326
2321	70464	172306
2322	70497	172283
2323	70530	172258
2324	70564	172238
2325	70599	172219
2326	70629	172189
2327	70664	172168
2328	70697	172143
2329	70729	172119
2330	70760	172090
2331	70791	172061
2332	70821	172030
2333	70854	172005
2334	70888	171983
2335	70921	171961
2336	70956	171941
2337	70985	171908
2338	71016	171878
2339	71049	171854
2340	71082	171829
2341	71113	171802
2342	71143	171771
2343	71177	171749
2344	71209	171722
2345	71243	171700
2346	71273	171668
2347	71303	171638
2348	71335	171612
2349	71366	171583
2350	71398	171557
2351	71431	171532
2352	71463	171505
2353	71493	171475
2354	71524	171446
2355	71555	171418
2356	71588	171392
2357	71622	171370
2358	71655	171348
2359	71687	171320
2360	71718	171292
2361	71751	171267
2362	71781	171236
2363	71811	171205
2364	71842	171177
2365	71872	171146
2366	71905	171121
2367	71938	171096
2368	71970	171070
2369	72002	171044
2370	72033	171015
2371	72066	170990
2372	72095	170957
2373	72126	170927
2374	72156	170896
2375	72189	170873
2376	72221	170845
2377	72251	170814
2378	72281	170784
2379	72313	170757
2380	72343	170724
2381	72374	170697
2382	72407	170671
2383	72436	170638
2384	72470	170617
2385	72500	170585
2386	72531	170555
2387	72565	170534
2388	72597	170508
2389	72627	170477
2390	72660	170452
2391	72694	170430
2392	72726	170404
2393	72757	170374
2394	72788	170347
2395	72820	170320
2396	72852	170292
2397	72883	170263
2398	72912	170230
2399	72942	170199
2400	72975	170174
2401	73007	170148
2402	73038	170120
2403	73070	170092
2404	73100	170061
2405	73131	170031
2406	73162	170002
2407	73196	169980
2408	73226	169949
2409	73257	169920
2410	73287	169888
2411	73319	169862
2412	73351	169836
2413	73381	169805
2414	73415	169783
2415	73446	169754
2416	73476	169723
2417	73507	169693
2418	73540	169669
2419	73570	169637
2420	73600	169606
2421	73633	169582
2422	73665	169555
2423	73696	169527
2424	73727	169497
2425	73758	169467
2426	73793	169447
2427	73823	169415
2428	73853	169386
2429	73883	169354
2430	73916	169330
2431	73950	169306
2432	73979	169273
2433	74012	169248
2434	74042	169218
2435	74074	169190
2436	74104	169160
2437	74136	169134
2438	74166	169102
2439	74198	169076
2440	74230	169048
2441	74262	169022
2442	74298	169003
2443	74328	168973
2444	74357	168939
2445	74389	168911
2446	74423	168889
2447	74456	168865
2448	74489	168841
2449	74521	168813
2450	74551	168783
2451	74583	168756
2452	74613	168725
2453	74646	168698
2454	74680	168677
2455	74716	168659
2456	74747	168630
2457	74780	168606
2458	74811	168576
2459	74842	168547
2460	74873	168519
2461	74908	168498
2462	74940	168472
2463	74969	168438
2464	75000	168408
2465	75032	168380
2466	75062	168349
2467	75093	168322
2468	75124	168291
2469	75153	168259
2470	75184	168228
2471	75215	168199
2472	75249	168177
2473	75279	168147
2474	75311	168118
2475	75342	168090
2476	75374	168063
2477	75406	168036
2478	75437	168006
2479	75467	167976
2480	75500	167951
2481	75530	167919
2482	75561	167890
2483	75594	167866
2484	75625	167837
2485	75656	167807
2486	75688	167780
2487	75721	167755
2488	75752	167726
2489	75784	167698
2490	75816	167673
2491	75846	167642
2492	75876	167609
2493	75906	167577
2494	75936	167548
2495	75968	167519
2496	75998	167489
2497	76028	167458
2498	76059	167427
2499	76089	167397
2500	76122	167372
2501	76152	167340
2502	76184	167312
2503	76217	167288
2504	76246	167254
2505	76279	167229
2506	76311	167203
2507	76342	167174
2508	76371	167141
2509	76407	167121
2510	76437	167090
2511	76467	167060
2512	76499	167032
2513	76529	167000
2514	76559	166970
2515	76592	166945
2516	76625	166920
2517	76655	166889
2518	76689	166866
2519	76720	166837
2520	76751	166807
2521	76784	166782
2522	76817	166757
2523	76847	166726
2524	76879	166698
2525	76908	166664
2526	76944	166647
2527	76975	166618
2528	77008	166592
2529	77039	166563
2530	77069	166532
2531	77102	166507
2532	77137	166487
2533	77170	166462
2534	77203	166436
2535	77234	166406
2536	77266	166380
2537	77297	166350
2538	77328	166321
2539	77357	166288
2540	77390	166264
2541	77420	166231
2542	77451	166202
2543	77483	166175
2544	77514	166146
2545	77545	166116
2546	77578	166091
2547	77610	166064
2548	77639	166031
2549	77671	166003
2550	77706	165983
2551	77743	165966
2552	77773	165934
2553	77804	165906
2554	77834	165873
2555	77864	165843
2556	77898	165819
2557	77929	165789
2558	77961	165764
2559	77993	165735
2560	78024	165707
2561	78055	165676
2562	78089	165653
2563	78122	165628
2564	78155	165604
2565	78186	165575
2566	78215	165541
2567	78246	165512
2568	78277	165483
2569	78308	165453
2570	78339	165423
2571	78372	165398
2572	78405	165374
2573	78437	165347
2574	78467	165315
2575	78497	165284
2576	78531	165260
2577	78562	165230
2578	78593	165201
2579	78622	165169
2580	78654	165141
2581	78689	165120
2582	78724	165099
2583	78755	165068
2584	78784	165036
2585	78818	165012
2586	78851	164987
2587	78882	164958
2588	78915	164932
2589	78948	164908
2590	78980	164880
2591	79011	164851
2592	79043	164823
2593	79073	164792
2594	79104	164763
2595	79136	164736
2596	79164	164700
2597	79197	164675
2598	79229	164648
2599	79262	164621
2600	79295	164597
2601	79327	164568
2602	79359	164542
2603	79391	164513
2604	79421	164482
2605	79451	164452
2606	79483	164425
2607	79517	164401
2608	79548	164372
2609	79581	164345
2610	79611	164315
2611	79642	164284
2612	79671	164252
2613	79703	164223
2614	79735	164196
2615	79766	164167
2616	79796	164135
2617	79825	164102
2618	79860	164081
2619	79890	164048
2620	79924	164026
2621	79956	163998
2622	79989	163973
2623	80019	163942
2624	80052	163917
2625	80083	163888
2626	80114	163858
2627	80143	163824
2628	80174	163794
2629	80206	163768
2630	80239	163743
2631	80269	163711
2632	80302	163684
2633	80334	163656
2634	80362	163623
2635	80395	163597
2636	80425	163564
2637	80459	163541
2638	80491	163515
2639	80522	163485
2640	80553	163456
2641	80583	163423
2642	80613	163391
2643	80642	163359
2644	80675	163333
2645	80705	163302
2646	80740	163281
2647	80772	163253
2648	80802	163221
2649	80832	163190
2650	80865	163164
2651	80897	163136
2652	80927	163105
2653	80958	163075
2654	80990	163048
2655	81021	163018
2656	81054	162993
2657	81086	162965
2658	81117	162937
2659	81148	162907
2660	81179	162878
2661	81212	162852
2662	81245	162827
2663	81278	162800
2664	81307	162767
2665	81337	162736
2666	81366	162702
2667	81399	162676
2668	81429	162646
2669	81464	162622
2670	81494	162592
2671	81523	162559
2672	81552	162525
2673	81583	162495
2674	81614	162466
2675	81643	162433
2676	81678	162410
2677	81710	162383
2678	81740	162352
2679	81770	162320
2680	81804	162297
2681	81834	162265
2682	81867	162239
2683	81897	162208
2684	81929	162181
2685	81964	162158
2686	81994	162127
2687	82027	162101
2688	82057	162070
2689	82086	162037
2690	82117	162007
2691	82148	161977
2692	82178	161945
2693	82215	161928
2694	82248	161902
2695	82277	161869
2696	82308	161839
2697	82339	161809
2698	82374	161787
2699	82406	161760
2700	82436	161729
2701	82468	161701
2702	82502	161677
2703	82534	161651
2704	82564	161618
2705	82595	161589
2706	82627	161561
2707	82657	161529
2708	82691	161506
2709	82723	161477
2710	82751	161443
2711	82783	161415
2712	82814	161385
2713	82845	161355
2714	82879	161332
2715	82912	161306
2716	82944	161279
2717	82978	161255
2718	83009	161225
2719	83043	161202
2720	83075	161174
2721	83105	161143
2722	83139	161118
2723	83167	161084
2724	83201	161060
2725	83233	161031
2726	83263	161001
2727	83296	160974
2728	83325	160941
2729	83354	160908
2730	83384	160876
2731	83416	160847
2732	83449	160821
2733	83478	160789
2734	83512	160765
2735	83546	160741
2736	83579	160716
2737	83608	160682
2738	83642	160659
2739	83675	160633
2740	83705	160600
2741	83739	160576
2742	83770	160547
2743	83801	160517
2744	83834	160491
2745	83867	160465
2746	83900	160439
2747	83933	160414
2748	83965	160387
2749	83994	160352
2750	84028	160329
2751	84059	160300
2752	84089	160267
2753	84119	160235
2754	84150	160207
2755	84183	160181
2756	84215	160152
2757	84243	160117
2758	84276	160091
2759	84305	160058
2760	84336	160029
2761	84368	160001
2762	84397	159967
2763	84429	159938
2764	84459	159908
2765	84490	159877
2766	84520	159846
2767	84552	159819
2768	84583	159789
2769	84612	159756
2770	84643	159726
2771	84675	159697
2772	84706	159668
2773	84736	159637
2774	84769	159611
2775	84799	159579
2776	84830	159550
2777	84859	159516
2778	84892	159490
2779	84923	159460
2780	84954	159431
2781	84987	159405
2782	85018	159375
2783	85049	159346
2784	85080	159315
2785	85113	159289
2786	85146	159263
2787	85176	159233
2788	85206	159200
2789	85242	159179
2790	85274	159152
2791	85305	159122
2792	85338	159096
2793	85368	159065
2794	85400	159038
2795	85433	159010
2796	85463	158979
2797	85494	158949
2798	85524	158918
2799	85553	158885
2800	85581	158850
2801	85612	158820
2802	85642	158788
2803	85674	158760
2804	85707	158735
2805	85737	158703
2806	85769	158674
2807	85799	158643
2808	85829	158611
2809	85860	158581
2810	85890	158550
2811	85925	158527
2812	85962	158510
2813	86001	158494
2814	86037	158474
2815	86068	158444
2816	86099	158415
2817	86133	158390
2818	86165	158362
2819	86195	158331
2820	86228	158304
2821	86261	158279
2822	86292	158249
2823	86322	158216
2824	86354	158188
2825	86386	158161
2826	86415	158128
2827	86445	158096
2828	86474	158062
2829	86504	158030
2830	86535	158001
2831	86566	157971
2832	86599	157945
2833	86629	157914
2834	86665	157892
2835	86698	157866
2836	86727	157833
2837	86759	157806
2838	86790	157775
2839	86820	157743
2840	86850	157713
2841	86884	157688
2842	86914	157656
2843	86943	157624
2844	86977	157599
2845	87008	157569
2846	87039	157539
2847	87071	157511
2848	87103	157482
2849	87136	157456
2850	87166	157424
2851	87196	157393
2852	87229	157367
2853	87261	157339
2854	87293	157312
2855	87327	157287
2856	87357	157256
2857	87387	157224
2858	87418	157194
2859	87451	157168
2860	87482	157138
2861	87512	157105
2862	87541	157072
2863	87572	157043
2864	87602	157011
2865	87633	156982
2866	87667	156957
2867	87699	156929
2868	87729	156898
2869	87762	156871
2870	87791	156838
2871	87823	156809
2872	87852	156776
2873	87882	156744
2874	87912	156713
2875	87942	156682
2876	87973	156652
2877	88004	156621
2878	88038	156597
2879	88070	156569
2880	88100	156537
2881	88130	156505
2882	88162	156478
2883	88194	156450
2884	88228	156425
2885	88258	156394
2886	88287	156361
2887	88319	156332
2888	88351	156304
2889	88381	156273
2890	88412	156243
2891	88445	156216
2892	88476	156186
2893	88507	156157
2894	88539	156129
2895	88568	156096
2896	88599	156066
2897	88632	156039
2898	88666	156014
2899	88697	155984
2900	88730	155958
2901	88759	155925
2902	88792	155899
2903	88826	155874
2904	88857	155845
2905	88889	155817
2906	88919	155785
2907	88952	155757
2908	88985	155732
2909	89019	155708
2910	89051	155678
2911	89079	155645
2912	89109	155612
2913	89142	155585
2914	89174	155557
2915	89207	155532
2916	89241	155506
2917	89271	155475
2918	89303	155446
2919	89336	155420
2920	89365	155388
2921	89398	155362
2922	89430	155333
2923	89464	155309
2924	89498	155284
2925	89533	155260
2926	89562	155228
2927	89597	155203
2928	89626	155170
2929	89658	155142
2930	89693	155119
2931	89725	155092
2932	89755	155060
2933	89789	155035
2934	89819	155003
2935	89849	154971
2936	89878	154938
2937	89909	154908
2938	89942	154881
2939	89974	154854
2940	90008	154829
2941	90039	154799
2942	90074	154775
2943	90104	154744
2944	90136	154716
2945	90168	154688
2946	90199	154657
2947	90228	154624
2948	90258	154592
2949	90287	154560
2950	90319	154531
2951	90347	154497
2952	90379	154468
2953	90414	154445
2954	90445	154415
2955	90475	154383
2956	90507	154354
2957	90538	154325
2958	90571	154298
2959	90605	154274
2960	90636	154244
2961	90666	154212
2962	90697	154183
2963	90727	154150
2964	90758	154120
2965	90787	154088
2966	90820	154061
2967	90851	154031
2968	90881	153999
2969	90912	153970
2970	90942	153938
2971	90974	153909
2972	91004	153878
2973	91037	153852
2974	91068	153821
2975	91097	153789
2976	91131	153763
2977	91164	153736
2978	91193	153703
2979	91223	153672
2980	91256	153645
2981	91286	153613
2982	91316	153582
2983	91348	153553
2984	91378	153521
2985	91408	153491
2986	91440	153461
2987	91471	153431
2988	91501	153400
2989	91532	153371
2990	91568	153348
2991	91598	153316
2992	91628	153285
2993	91660	153256
2994	91691	153227
2995	91724	153200
2996	91757	153174
2997	91787	153142
2998	91817	153110
2999	91848	153081
3000	91881	153054
3001	91912	153024
3002	91943	152994
3003	91976	152967
3004	92010	152942
3005	92040	152911
3006	92072	152883
3007	92102	152850
3008	92135	152824
3009	92166	152794
3010	92196	152762
3011	92228	152733
3012	92261	152707
3013	92290	152674
3014	92321	152645
3015	92351	152613
3016	92385	152586
3017	92415	152556
3018	92445	152524
3019	92478	152498
3020	92512	152471
3021	92545	152445
3022	92576	152416
3023	92608	152387
3024	92641	152360
3025	92672	152330
3026	92702	152298
3027	92733	152269
3028	92768	152245
3029	92797	152211
3030	92831	152187
3031	92863	152158
3032	92898	152135
3033	92929	152105
3034	92961	152076
3035	92989	152041
3036	93020	152011
3037	93051	151982
3038	93080	151949
3039	93114	151923
3040	93146	151894
3041	93181	151871
3042	93212	151841
3043	93244	151813
3044	93275	151783
3045	93307	151755
3046	93337	151723
3047	93368	151693
3048	93399	151662
3049	93429	151632
3050	93463	151606
3051	93495	151577
3052	93524	151544
3053	93555	151514
3054	93587	151485
3055	93620	151458
3056	93650	151427
3057	93682	151398
3058	93715	151372
3059	93749	151347
3060	93779	151314
3061	93810	151284
3062	93842	151256
3063	93873	151226
3064	93905	151199
3065	93937	151170
3066	93969	151140
3067	94001	151113
3068	94033	151084
3069	94063	151052
3070	94095	151023
3071	94126	150994
3072	94158	150966
3073	94192	150940
3074	94222	150909
3075	94253	150878
3076	94284	150849
3077	94314	150817
3078	94346	150789
3079	94379	150762
3080	94412	150735
3081	94443	150705
3082	94472	150672
3083	94503	150641
3084	94533	150609
3085	94563	150578
3086	94594	150547
3087	94626	150520
3088	94656	150488
3089	94687	150458
3090	94718	150428
3091	94748	150396
3092	94778	150365
3093	94808	150333
3094	94840	150304
3095	94871	150274
3096	94903	150246
3097	94935	150217
3098	94965	150185
3099	94996	150156
3100	95027	150125
3101	95058	150095
3102	95092	150071
3103	95122	150037
3104	95152	150006
3105	95181	149974
3106	95214	149946
3107	95245	149916
3108	95278	149890
3109	95307	149856
3110	95338	149826
3111	95370	149798
3112	95403	149770
3113	95432	149738
3114	95464	149709
3115	95496	149680
3116	95528	149652
3117	95560	149623
3118	95595	149599
3119	95630	149575
3120	95661	149546
3121	95695	149520
3122	95726	149490
3123	95757	149460
3124	95789	149431
3125	95821	149403
3126	95851	149371
3127	95880	149338
3128	95912	149310
3129	95944	149280
3130	95976	149252
3131	96008	149223
3132	96037	149191
3133	96070	149162
3134	96103	149136
3135	96134	149106
3136	96163	149073
3137	96197	149048
3138	96228	149017
3139	96262	148991
3140	96292	148961
3141	96323	148931
3142	96357	148904
3143	96386	148871
3144	96417	148841
3145	96450	148814
3146	96482	148785
3147	96513	148755
3148	96543	148724
3149	96575	148695
3150	96607	148667
3151	96640	148639
3152	96673	148613
3153	96707	148586
3154	96737	148555
3155	96768	148526
3156	96798	148493
3157	96831	148467
3158	96863	148438
3159	96894	148408
3160	96927	148381
3161	96961	148354
3162	96991	148323
3163	97022	148293
3164	97054	148265
3165	97084	148232
3166	97114	148202
3167	97145	148170
3168	97176	148141
3169	97207	148110
3170	97236	148077
3171	97266	148046
3172	97300	148021
3173	97332	147991
3174	97363	147961
3175	97394	147932
3176	97425	147902
3177	97454	147868
3178	97484	147836
3179	97516	147807
3180	97545	147775
3181	97580	147750
3182	97611	147721
3183	97642	147689
3184	97678	147667
3185	97711	147640
3186	97743	147611
3187	97771	147577
3188	97804	147549
3189	97835	147519
3190	97865	147488
3191	97896	147457
3192	97926	147427
3193	97959	147399
3194	97988	147365
3195	98021	147338
3196	98052	147308
3197	98084	147280
3198	98115	147250
3199	98146	147220
3200	98178	147190
3201	98209	147161
3202	98240	147131
3203	98272	147101
3204	98303	147072
3205	98335	147042
3206	98365	147011
3207	98394	146978
3208	98428	146952
3209	98457	146919
3210	98489	146890
3211	98521	146862
3212	98554	146834
3213	98590	146811
3214	98619	146778
3215	98649	146746
3216	98683	146721
